At. Num,Ion Charge,Ground Shells,Ground Level,Ionization Energy (eV),Uncertainty (eV)
83,+35,[Kr].4d10.4f2,3H<4>,(1440),70
83,+36,[Kr].4d10.4f,2F*<5/2>,(1500),70
83,+37,[Kr].4d10,1S0,(1784),4
83,+38,[Kr].4d9,2D<5/2>,(1840),4
83,+39,[Kr].4d8,3F<4>,(1902),4
83,+40,[Kr].4d7,4F<9/2>,(1967),4
83,+41,[Kr].4d6,5D<4>,(2029),4
83,+42,[Kr].4d5,<5/2>,(2090),4
83,+43,[Kr].4d4,5D0,(2190),4
83,+44,[Kr].4d3,4F<3/2>,(2253),4
83,+45,[Kr].4d2,3F<2>,(2321),4
83,+46,[Kr].4d,2D<3/2>,(2385),4
83,+47,[Ar].3d10.4s2.4p6,1S0,(2641),4
83,+48,[Ar].3d10.4s2.4p5,2P*<3/2>,(2703),4
83,+49,[Ar].3d10.4s2.4p4,3P<2>,(2771),4
83,+50,[Ar].3d10.4s2.4p3,*<3/2>,(2835),4
83,+51,[Ar].3d10.4s2.4p2,3P0,(3078),4
83,+52,[Ar].3d10.4s2.4p,2P*<1/2>,(3151),4
83,+53,[Ar].3d10.4s2,1S0,(3329),5
83,+54,[Ar].3d10.4s,2S<1/2>,[3401.8],2.4
83,+55,[Ar].3d10,1S0,(5599),5
83,+56,[Ar].3d9,2D<5/2>,(5740),5
83,+57,[Ar].3d8,3F<4>,(5892),6
83,+58,[Ar].3d7,4F<9/2>,(6054),6
83,+59,[Ar].3d6,<4>,(6208),7
83,+60,[Ar].3d5,<5/2>,(6358),10
83,+61,[Ar].3d4,5D0,(6648),12
83,+62,[Ar].3d3,4F<3/2>,(6804),15
83,+63,[Ar].3d2,3F<2>,(6977),19
83,+64,[Ar].3d,2D<3/2>,(7137),24
83,+65,[Ne].3s2.3p6,1S0,(7580),30
83,+66,[Ne].3s2.3p5,2P*<3/2>,(7720),40
83,+67,[Ne].3s2.3p4,3P<2>,(7870),40
83,+68,[Ne].3s2.3p3,2P*<3/2>,(8010),50
83,+69,[Ne].3s2.3p2,3P0,(8780),50
83,+70,[Ne].3s2.3p,2P*<1/2>,(8950),60
83,+71,[Ne].3s2,1S0,(9270),60
83,+72,[Ne].3s,2S<1/2>,(9430),70
83,+73,1s2.2s2.2p6,1S0,(20130),90
83,+74,1s2.2s2.2p5,2P*<3/2>,(20500),90
83,+75,1s2.2s2.2p4,3P<2>,(20920),100
83,+76,1s2.2s2.2p3,"(0,3/2)*<3/2>",(21300),110
83,+77,1s2.2s2.2p2,3P0,(24150),120
83,+78,1s2.2s2.2p,2P*<1/2>,(24640),120
83,+79,1s2.2s2,1S0,(25260),140
83,+80,1s2.2s,2S<1/2>,(25656.9),0.4
83,+81,1s2,1S0,(102251.8),0.4
83,+82,1s,2S<1/2>,(104133.4),0.3
84,0,[Hg].6p4,3P<2>,8.418070,0.000004
84,+1,[Hg].6p3,4S*<3/2>,[19.3],1.7
84,+2,[Hg].6p2,3P0,[27.3],0.7
84,+3,[Hg].6p,2P*<1/2>,(36.0),1.7
84,+4,[Xe].4f14.5d10.6s2,1S0,(57.0),1.9
84,+5,[Xe].4f14.5d10.6s,2S<1/2>,(69.1),2.0
84,+6,[Xe].4f14.5d10,1S0,(108.0),2.0
84,+7,[Xe].4f14.5d9,2D<5/2>,(125.0),2.1
84,+8,[Xe].4f14.5d8,3F<4>,(146.1),2.2
84,+9,[Xe].4f14.5d7,4F<9/2>,(166.0),2.2
84,+10,[Xe].4f14.5d6,5D<4>,(186.0),2.4
84,+11,[Xe].4f14.5d5,6S<5/2>,(209.0),2.5
84,+12,[Xe].4f14.5d4,5D0,(235),3
84,+13,[Xe].4f14.5d3,4F<3/2>,(257),3
84,+14,[Xe].4f14.5d2,3F<2>,(281),3
84,+15,[Xe].4f14.5d,2D<3/2>,(304),3
84,+16,[Xe].4f14,1S0,(416),21
84,+17,[Cd].4f14.5p5,2P*<3/2>,(444),22
84,+18,[Cd].4f14.5p4,3P<2>,(473),24
84,+19,[Cd].4f14.5p3,2P*<3/2>,(502),25
84,+20,[Cd].4f14.5p2,3P0,(560),30
84,+21,[Cd].4f14.5p,2P*<1/2>,(590),30
84,+22,[Cd].4f14,1S0,(670),30
84,+23,[Kr].4d10.4f14.5s,2S<1/2>,(700),30
84,+24,[Kr].4d10.4f14,1S0,(740),40
84,+25,[Kr].4d10.4f13,2F*<7/2>,(800),40
84,+26,[Kr].4d10.4f12,,(870),40
84,+27,[Kr].4d10.4f11,4I*<15/2>,(930),50
84,+28,[Kr].4d10.4f10,5I<8>,(990),50
84,+29,[Kr].4d10.4f9,6H*<15/2>,(1060),50
84,+30,[Kr].4d10.4f8,7F<6>,(1120),60
84,+31,[Kr].4d10.4f7,8S*<7/2>,(1180),60
84,+32,[Kr].4d10.4f6,7F0,(1250),60
84,+33,[Kr].4d10.4f5,6H*<5/2>,(1320),70
84,+34,[Kr].4d10.4f4,5I<4>,(1380),70
84,+35,[Kr].4d10.4f3,4I*<9/2>,(1440),70
84,+36,[Kr].4d10.4f2,3H<4>,(1510),70
84,+37,[Kr].4d10.4f,2F*<5/2>,(1570),70
84,+38,[Kr].4d10,1S0,(1865),4
84,+39,[Kr].4d9,2D<5/2>,(1923),4
84,+40,[Kr].4d8,3F<4>,(1986),4
84,+41,[Kr].4d7,4F<9/2>,(2052),4
84,+42,[Kr].4d6,5D<4>,(2115),4
84,+43,[Kr].4d5,<5/2>,(2177),4
84,+44,[Kr].4d4,5D0,(2281),4
84,+45,[Kr].4d3,4F<3/2>,(2345),4
84,+46,[Kr].4d2,3F<2>,(2414),4
84,+47,[Kr].4d,2D<3/2>,(2480),4
84,+48,[Ar].3d10.4s2.4p6,1S0,(2740),4
84,+49,[Ar].3d10.4s2.4p5,2P*<3/2>,(2803),4
84,+50,[Ar].3d10.4s2.4p4,3P<2>,(2873),4
84,+51,[Ar].3d10.4s2.4p3,*<3/2>,(2938),4
84,+52,[Ar].3d10.4s2.4p2,3P0,(3194),4
84,+53,[Ar].3d10.4s2.4p,2P*<1/2>,(3268),5
84,+54,[Ar].3d10.4s2,1S0,(3450),5
84,+55,[Ar].3d10.4s,2S<1/2>,[3524.2],2.5
84,+56,[Ar].3d10,1S0,(5785),5
84,+57,[Ar].3d9,2D<5/2>,(5930),6
84,+58,[Ar].3d8,3F<4>,(6084),6
84,+59,[Ar].3d7,4F<9/2>,(6248),7
84,+60,[Ar].3d6,<4>,(6405),10
84,+61,[Ar].3d5,<5/2>,(6557),12
84,+62,[Ar].3d4,5D0,(6856),15
84,+63,[Ar].3d3,4F<3/2>,(7015),19
84,+64,[Ar].3d2,3F<2>,(7191),24
84,+65,[Ar].3d,2D<3/2>,(7350),30
84,+66,[Ne].3s2.3p6,1S0,(7810),40
84,+67,[Ne].3s2.3p5,2P*<3/2>,(7950),40
84,+68,[Ne].3s2.3p4,3P<2>,(8100),50
84,+69,[Ne].3s2.3p3,2P*<3/2>,(8240),50
84,+70,[Ne].3s2.3p2,3P0,(9050),60
84,+71,[Ne].3s2.3p,2P*<1/2>,(9220),60
84,+72,[Ne].3s2,1S0,(9550),70
84,+73,[Ne].3s,2S<1/2>,(9710),90
84,+74,1s2.2s2.2p6,1S0,(20670),90
84,+75,1s2.2s2.2p5,2P*<3/2>,(21050),100
84,+76,1s2.2s2.2p4,3P<2>,(21470),110
84,+77,1s2.2s2.2p3,"(0,3/2)*<3/2>",(21860),120
84,+78,1s2.2s2.2p2,3P0,(24860),120
84,+79,1s2.2s2.2p,2P*<1/2>,(25360),140
84,+80,1s2.2s2,1S0,(25990),150
84,+81,1s2.2s,2S<1/2>,(26390.4),0.4
84,+82,1s2,1S0,(105064.3),0.4
84,+83,1s,2S<1/2>,(106983.4),0.5
85,0,[Hg].6p5,2P*<3/2>,9.31751,0.00008
85,+1,[Hg].6p4,3P<2>,[17.880],0.020
85,+2,[Hg].6p3,4S*<3/2>,[26.58],0.05
85,+3,[Hg].6p2,3P0,[39.65],
85,+4,[Hg].6p,2P*<1/2>,[50.39],
85,+5,[Xe].4f14.5d10.6s2,1S0,(72.0),2.0
85,+6,[Xe].4f14.5d10.6s,2S<1/2>,(85.1),2.0
85,+7,[Xe].4f14.5d10,1S0,(130.1),2.1
85,+8,[Xe].4f14.5d9,2D<5/2>,(149.0),2.2
85,+9,[Xe].4f14.5d8,3F<4>,(169.0),2.2
85,+10,[Xe].4f14.5d7,4F<9/2>,(192.1),2.4
85,+11,[Xe].4f14.5d6,5D<4>,(212.0),2.5
85,+12,[Xe].4f14.5d5,6S<5/2>,(236),3
85,+13,[Xe].4f14.5d4,5D0,(263),3
85,+14,[Xe].4f14.5d3,4F<3/2>,(287),3
85,+15,[Xe].4f14.5d2,3F<2>,(311),3
85,+16,[Xe].4f14.5d,2D<3/2>,(335),3
85,+17,[Xe].4f14,1S0,(452),22
85,+18,[Cd].4f14.5p5,2P*<3/2>,(481),24
85,+19,[Cd].4f14.5p4,3P<2>,(510),30
85,+20,[Cd].4f14.5p3,2P*<3/2>,(540),30
85,+21,[Cd].4f14.5p2,3P0,(600),30
85,+22,[Cd].4f14.5p,2P*<1/2>,(630),30
85,+23,[Cd].4f14,1S0,(720),40
85,+24,[Kr].4d10.4f14.5s,2S<1/2>,(750),40
85,+25,[Kr].4d10.4f14,1S0,(790),40
85,+26,[Kr].4d10.4f13,2F*<7/2>,(860),40
85,+27,[Kr].4d10.4f12,,(920),50
85,+28,[Kr].4d10.4f11,4I*<15/2>,(990),50
85,+29,[Kr].4d10.4f10,5I<8>,(1050),50
85,+30,[Kr].4d10.4f9,6H*<15/2>,(1120),60
85,+31,[Kr].4d10.4f8,7F<6>,(1180),60
85,+32,[Kr].4d10.4f7,8S*<7/2>,(1250),60
85,+33,[Kr].4d10.4f6,7F0,(1320),70
85,+34,[Kr].4d10.4f5,6H*<5/2>,(1380),70
85,+35,[Kr].4d10.4f4,5I<4>,(1450),70
85,+36,[Kr].4d10.4f3,4I*<9/2>,(1510),70
85,+37,[Kr].4d10.4f2,3H<4>,(1590),70
85,+38,[Kr].4d10.4f,2F*<5/2>,(1650),90
85,+39,[Kr].4d10,1S0,(1948),4
85,+40,[Kr].4d9,2D<5/2>,(2007),4
85,+41,[Kr].4d8,3F<4>,(2071),4
85,+42,[Kr].4d7,4F<9/2>,(2139),4
85,+43,[Kr].4d6,5D<4>,(2203),4
85,+44,[Kr].4d5,<5/2>,(2266),4
85,+45,[Kr].4d4,5D0,(2373),4
85,+46,[Kr].4d3,4F<3/2>,(2439),4
85,+47,[Kr].4d2,3F<2>,(2510),4
85,+48,[Kr].4d,2D<3/2>,(2576),4
85,+49,[Ar].3d10.4s2.4p6,1S0,(2841),4
85,+50,[Ar].3d10.4s2.4p5,2P*<3/2>,(2905),4
85,+51,[Ar].3d10.4s2.4p4,3P<2>,(2977),4
85,+52,[Ar].3d10.4s2.4p3,*<3/2>,(3042),4
85,+53,[Ar].3d10.4s2.4p2,3P0,(3312),5
85,+54,[Ar].3d10.4s2.4p,2P*<1/2>,(3388),5
85,+55,[Ar].3d10.4s2,1S0,(3573),5
85,+56,[Ar].3d10.4s,2S<1/2>,[3649],3
85,+57,[Ar].3d10,1S0,(5976),6
85,+58,[Ar].3d9,2D<5/2>,(6122),6
85,+59,[Ar].3d8,3F<4>,(6279),7
85,+60,[Ar].3d7,4F<9/2>,(6445),10
85,+61,[Ar].3d6,<4>,(6604),12
85,+62,[Ar].3d5,<5/2>,(6759),15
85,+63,[Ar].3d4,5D0,(7068),19
85,+64,[Ar].3d3,4F<3/2>,(7230),24
85,+65,[Ar].3d2,3F<2>,(7410),30
85,+66,[Ar].3d,2D<3/2>,(7570),40
85,+67,[Ne].3s2.3p6,1S0,(8030),40
85,+68,[Ne].3s2.3p5,2P*<3/2>,(8180),50
85,+69,[Ne].3s2.3p4,3P<2>,(8330),50
85,+70,[Ne].3s2.3p3,2P*<3/2>,(8480),60
85,+71,[Ne].3s2.3p2,3P0,(9330),60
85,+72,[Ne].3s2.3p,2P*<1/2>,(9500),70
85,+73,[Ne].3s2,1S0,(9830),90
85,+74,[Ne].3s,2S<1/2>,(9990),90
85,+75,1s2.2s2.2p6,1S0,(21210),100
85,+76,1s2.2s2.2p5,2P*<3/2>,(21600),110
85,+77,1s2.2s2.2p4,3P<2>,(22030),120
85,+78,1s2.2s2.2p3,"(0,3/2)*<3/2>",(22420),120
85,+79,1s2.2s2.2p2,3P0,(25580),140
85,+80,1s2.2s2.2p,2P*<1/2>,(26090),150
85,+81,1s2.2s2,1S0,(26730),160
85,+82,1s2.2s,2S<1/2>,(27139.0),0.4
85,+83,1s2,1S0,(107930.0),0.4
85,+84,1s,2S<1/2>,(109887.2),1.5
86,0,[Hg].6p6,1S0,10.74850,
86,+1,[Hg].6p5,2P*<3/2>,(18.99),0.06
86,+2,[Hg].6p4,3P<2>,[29.4],1.0
86,+3,[Hg].6p3,4S*<3/2>,(36.9),1.7
86,+4,[Hg].6p2,3P0,(52.9),1.9
86,+5,[Hg].6p,2P*<1/2>,(64.0),2.0
86,+6,[Xe].4f14.5d10.6s2,1S0,(88.0),2.0
86,+7,[Xe].4f14.5d10.6s,2S<1/2>,(102.0),2.1
86,+8,[Xe].4f14.5d10,1S0,(154.0),2.2
86,+9,[Xe].4f14.5d9,2D<5/2>,(173.9),2.2
86,+10,[Xe].4f14.5d8,3F<4>,(195.0),2.4
86,+11,[Xe].4f14.5d7,4F<9/2>,(218.0),2.5
86,+12,[Xe].4f14.5d6,5D<4>,(240),3
86,+13,[Xe].4f14.5d5,6S<5/2>,(264),3
86,+14,[Xe].4f14.5d4,5D0,(293),3
86,+15,[Xe].4f14.5d3,4F<3/2>,(317),3
86,+16,[Xe].4f14.5d2,3F<2>,(342),3
86,+17,[Xe].4f14.5d,2D<3/2>,(367),3
86,+18,[Xe].4f14,1S0,(488),25
86,+19,[Cd].4f14.5p5,2P*<3/2>,(520),30
86,+20,[Cd].4f14.5p4,3P<2>,(550),30
86,+21,[Cd].4f14.5p3,2P*<3/2>,(580),30
86,+22,[Cd].4f14.5p2,3P0,(640),30
86,+23,[Cd].4f14.5p,2P*<1/2>,(680),30
86,+24,[Cd].4f14,1S0,(760),40
86,+25,[Kr].4d10.4f14.5s,2S<1/2>,(800),40
86,+26,[Kr].4d10.4f14,1S0,(850),40
86,+27,[Kr].4d10.4f13,2F*<7/2>,(920),50
86,+28,[Kr].4d10.4f12,,(980),50
86,+29,[Kr].4d10.4f11,4I*<15/2>,(1050),50
86,+30,[Kr].4d10.4f10,5I<8>,(1110),60
86,+31,[Kr].4d10.4f9,6H*<15/2>,(1180),60
86,+32,[Kr].4d10.4f8,7F<6>,(1250),60
86,+33,[Kr].4d10.4f7,8S*<7/2>,(1310),70
86,+34,[Kr].4d10.4f6,7F0,(1390),70
86,+35,[Kr].4d10.4f5,6H*<5/2>,(1460),70
86,+36,[Kr].4d10.4f4,5I<4>,(1520),80
86,+37,[Kr].4d10.4f3,4I*<9/2>,(1590),70
86,+38,[Kr].4d10.4f2,3H<4>,(1660),90
86,+39,[Kr].4d10.4f,2F*<5/2>,(1720),90
86,+40,[Kr].4d10,1S0,(2033),4
86,+41,[Kr].4d9,2D<5/2>,(2094),4
86,+42,[Kr].4d8,3F<4>,(2158),4
86,+43,[Kr].4d7,4F<9/2>,(2227),4
86,+44,[Kr].4d6,5D<4>,(2293),4
86,+45,[Kr].4d5,<5/2>,(2357),4
86,+46,[Kr].4d4,5D0,(2467),4
86,+47,[Kr].4d3,4F<3/2>,(2535),4
86,+48,[Kr].4d2,3F<2>,(2606),4
86,+49,[Kr].4d,2D<3/2>,(2674),4
86,+50,[Ar].3d10.4s2.4p6,1S0,(2944),4
86,+51,[Ar].3d10.4s2.4p5,2P*<3/2>,(3010),4
86,+52,[Ar].3d10.4s2.4p4,3P<2>,(3082),4
86,+53,[Ar].3d10.4s2.4p3,*<3/2>,(3149),5
86,+54,[Ar].3d10.4s2.4p2,3P0,(3433),5
86,+55,[Ar].3d10.4s2.4p,2P*<1/2>,(3510),5
86,+56,[Ar].3d10.4s2,1S0,(3699),5
86,+57,[Ar].3d10.4s,2S<1/2>,[3777],3
86,+58,[Ar].3d10,1S0,(6169),6
86,+59,[Ar].3d9,2D<5/2>,(6318),7
86,+60,[Ar].3d8,3F<4>,(6476),10
86,+61,[Ar].3d7,4F<9/2>,(6646),12
86,+62,[Ar].3d6,<4>,(6807),15
86,+63,[Ar].3d5,<5/2>,(6964),19
86,+64,[Ar].3d4,5D0,(7283),24
86,+65,[Ar].3d3,4F<3/2>,(7450),30
86,+66,[Ar].3d2,3F<2>,(7630),40
86,+67,[Ar].3d,2D<3/2>,(7800),40
86,+68,[Ne].3s2.3p6,1S0,(8260),50
86,+69,[Ne].3s2.3p5,2P*<3/2>,(8410),50
86,+70,[Ne].3s2.3p4,3P<2>,(8570),60
86,+71,[Ne].3s2.3p3,2P*<3/2>,(8710),60
86,+72,[Ne].3s2.3p2,3P0,(9610),70
86,+73,[Ne].3s2.3p,2P*<1/2>,(9780),90
86,+74,[Ne].3s2,1S0,(10120),90
86,+75,[Ne].3s,2S<1/2>,(10290),100
86,+76,1s2.2s2.2p6,1S0,(21770),110
86,+77,1s2.2s2.2p5,2P*<3/2>,(22160),120
86,+78,1s2.2s2.2p4,3P<2>,(22600),120
86,+79,1s2.2s2.2p3,"(0,3/2)*<3/2>",(22990),140
86,+80,1s2.2s2.2p2,3P0,(26310),150
86,+81,1s2.2s2.2p,2P*<1/2>,(26830),160
86,+82,1s2.2s2,1S0,(27490),170
86,+83,1s2.2s,2S<1/2>,(27903.1),0.5
86,+84,1s2,1S0,(110846.3),0.5
86,+85,1s,2S<1/2>,(112842.2),0.7
87,0,[Rn].7s,2S<1/2>,4.0727411,0.0000011
87,+1,[Hg].6p6,1S0,[22.4],1.9
87,+2,[Hg].6p5,2P*<3/2>,[33.5],1.5
87,+3,[Hg].6p4,3P<2>,(39.1),1.7
87,+4,[Hg].6p3,4S*<3/2>,(50.0),1.9
87,+5,[Hg].6p2,3P0,(67.0),2.0
87,+6,[Hg].6p,2P*<1/2>,(80.0),2.0
87,+7,[Xe].4f14.5d10.6s2,1S0,(106.0),2.1
87,+8,[Xe].4f14.5d10.6s,2S<1/2>,(120.0),2.2
87,+9,[Xe].4f14.5d10,1S0,(179.0),2.2
87,+10,[Xe].4f14.5d9,2D<5/2>,(200.0),2.4
87,+11,[Xe].4f14.5d8,3F<4>,(222.1),2.5
87,+12,[Xe].4f14.5d7,4F<9/2>,(245),3
87,+13,[Xe].4f14.5d6,5D<4>,(269),3
87,+14,[Xe].4f14.5d5,6S<5/2>,(293),3
87,+15,[Xe].4f14.5d4,5D0,(324),3
87,+16,[Xe].4f14.5d3,4F<3/2>,(349),3
87,+17,[Xe].4f14.5d2,3F<2>,(375),3
87,+18,[Xe].4f14.5d,2D<3/2>,(400),3
87,+19,[Xe].4f14,1S0,(530),30
87,+20,[Cd].4f14.5p5,2P*<3/2>,(560),30
87,+21,[Cd].4f14.5p4,3P<2>,(590),30
87,+22,[Cd].4f14.5p3,2P*<3/2>,(620),30
87,+23,[Cd].4f14.5p2,3P0,(690),30
87,+24,[Cd].4f14.5p,2P*<1/2>,(720),40
87,+25,[Cd].4f14,1S0,(810),40
87,+26,[Kr].4d10.4f14.5s,2S<1/2>,(850),40
87,+27,[Kr].4d10.4f14,1S0,(910),50
87,+28,[Kr].4d10.4f13,2F*<7/2>,(980),50
87,+29,[Kr].4d10.4f12,,(1040),50
87,+30,[Kr].4d10.4f11,4I*<15/2>,(1110),50
87,+31,[Kr].4d10.4f10,5I<8>,(1180),60
87,+32,[Kr].4d10.4f9,6H*<15/2>,(1250),60
87,+33,[Kr].4d10.4f8,7F<6>,(1320),70
87,+34,[Kr].4d10.4f7,8S*<7/2>,(1380),70
87,+35,[Kr].4d10.4f6,7F0,(1460),70
87,+36,[Kr].4d10.4f5,6H*<5/2>,(1530),80
87,+37,[Kr].4d10.4f4,5I<4>,(1600),80
87,+38,[Kr].4d10.4f3,4I*<9/2>,(1670),90
87,+39,[Kr].4d10.4f2,3H<4>,(1740),90
87,+40,[Kr].4d10.4f,2F*<5/2>,(1810),90
87,+41,[Kr].4d10,1S0,(2119),4
87,+42,[Kr].4d9,2D<5/2>,(2182),4
87,+43,[Kr].4d8,3F<4>,(2247),4
87,+44,[Kr].4d7,4F<9/2>,(2317),4
87,+45,[Kr].4d6,5D<4>,(2384),4
87,+46,[Kr].4d5,<5/2>,(2450),4
87,+47,[Kr].4d4,5D0,(2564),4
87,+48,[Kr].4d3,4F<3/2>,(2631),4
87,+49,[Kr].4d2,3F<2>,(2706),4
87,+50,[Kr].4d,2D<3/2>,(2774),4
87,+51,[Ar].3d10.4s2.4p6,1S0,(3049),4
87,+52,[Ar].3d10.4s2.4p5,2P*<3/2>,(3115),4
87,+53,[Ar].3d10.4s2.4p4,3P<2>,(3190),5
87,+54,[Ar].3d10.4s2.4p3,*<3/2>,(3257),5
87,+55,[Ar].3d10.4s2.4p2,3P0,(3556),5
87,+56,[Ar].3d10.4s2.4p,2P*<1/2>,(3635),5
87,+57,[Ar].3d10.4s2,1S0,(3828),6
87,+58,[Ar].3d10.4s,2S<1/2>,[3907],4
87,+59,[Ar].3d10,1S0,(6365),7
87,+60,[Ar].3d9,2D<5/2>,(6516),10
87,+61,[Ar].3d8,3F<4>,(6678),12
87,+62,[Ar].3d7,4F<9/2>,(6849),15
87,+63,[Ar].3d6,<4>,(7013),19
87,+64,[Ar].3d5,<5/2>,(7172),24
87,+65,[Ar].3d4,5D0,(7500),30
87,+66,[Ar].3d3,4F<3/2>,(7670),40
87,+67,[Ar].3d2,3F<2>,(7850),40
87,+68,[Ar].3d,2D<3/2>,(8020),50
87,+69,[Ne].3s2.3p6,1S0,(8500),50
87,+70,[Ne].3s2.3p5,2P*<3/2>,(8640),60
87,+71,[Ne].3s2.3p4,3P<2>,(8800),60
87,+72,[Ne].3s2.3p3,2P*<3/2>,(8950),70
87,+73,[Ne].3s2.3p2,3P0,(9890),90
87,+74,[Ne].3s2.3p,2P*<1/2>,(10070),90
87,+75,[Ne].3s2,1S0,(10420),100
87,+76,[Ne].3s,2S<1/2>,(10590),110
87,+77,1s2.2s2.2p6,1S0,(22330),120
87,+78,1s2.2s2.2p5,2P*<3/2>,(22730),120
87,+79,1s2.2s2.2p4,3P<2>,(23170),140
87,+80,1s2.2s2.2p3,"(0,3/2)*<3/2>",(23570),150
87,+81,1s2.2s2.2p2,3P0,(27060),160
87,+82,1s2.2s2.2p,2P*<1/2>,(27590),170
87,+83,1s2.2s2,1S0,(28260),190
87,+84,1s2.2s,2S<1/2>,(28683.4),0.5
87,+85,1s2,1S0,(113821.9),0.5
87,+86,1s,2S<1/2>,(115857.5),0.7
88,0,[Rn].7s2,1S0,5.2784239,0.0000025
88,+1,[Rn].7s,2S<1/2>,10.14718,0.00006
88,+2,[Hg].6p6,1S0,(31.0),1.6
88,+3,[Hg].6p5,2P*<3/2>,(41.0),1.7
88,+4,[Hg].6p4,3P<2>,(52.9),1.9
88,+5,[Hg].6p3,4S*<3/2>,(64.0),2.0
88,+6,[Hg].6p2,3P0,(82.0),2.0
88,+7,[Hg].6p,2P*<1/2>,(97.0),2.1
88,+8,[Xe].4f14.5d10.6s2,1S0,(124.0),2.2
88,+9,[Xe].4f14.5d10.6s,2S<1/2>,(140.0),2.2
88,+10,[Xe].4f14.5d10,1S0,(204.9),2.4
88,+11,[Xe].4f14.5d9,2D<5/2>,(227.0),2.5
88,+12,[Xe].4f14.5d8,3F<4>,(250),3
88,+13,[Xe].4f14.5d7,4F<9/2>,(274),3
88,+14,[Xe].4f14.5d6,5D<4>,(299),3
88,+15,[Xe].4f14.5d5,6S<5/2>,(324),3
88,+16,[Xe].4f14.5d4,5D0,(356),3
88,+17,[Xe].4f14.5d3,4F<3/2>,(382),3
88,+18,[Xe].4f14.5d2,3F<2>,(409),3
88,+19,[Xe].4f14.5d,2D<3/2>,(435),4
88,+20,[Xe].4f14,1S0,(570),30
88,+21,[Cd].4f14.5p5,2P*<3/2>,(600),30
88,+22,[Cd].4f14.5p4,3P<2>,(630),30
88,+23,[Cd].4f14.5p3,2P*<3/2>,(660),30
88,+24,[Cd].4f14.5p2,3P0,(740),40
88,+25,[Cd].4f14.5p,2P*<1/2>,(770),40
88,+26,[Cd].4f14,1S0,(860),40
88,+27,[Kr].4d10.4f14.5s,2S<1/2>,(900),40
88,+28,[Kr].4d10.4f14,1S0,(970),50
88,+29,[Kr].4d10.4f13,2F*<7/2>,(1040),50
88,+30,[Kr].4d10.4f12,,(1110),60
88,+31,[Kr].4d10.4f11,4I*<15/2>,(1180),60
88,+32,[Kr].4d10.4f10,5I<8>,(1250),60
88,+33,[Kr].4d10.4f9,6H*<15/2>,(1320),70
88,+34,[Kr].4d10.4f8,7F<6>,(1390),70
88,+35,[Kr].4d10.4f7,8S*<7/2>,(1460),70
88,+36,[Kr].4d10.4f6,7F0,(1530),80
88,+37,[Kr].4d10.4f5,6H*<5/2>,(1610),80
88,+38,[Kr].4d10.4f4,5I<4>,(1680),80
88,+39,[Kr].4d10.4f3,4I*<9/2>,(1750),90
88,+40,[Kr].4d10.4f2,3H<4>,(1820),90
88,+41,[Kr].4d10.4f,2F*<5/2>,(1880),100
88,+42,[Kr].4d10,1S0,(2208),4
88,+43,[Kr].4d9,2D<5/2>,(2271),4
88,+44,[Kr].4d8,3F<4>,(2338),4
88,+45,[Kr].4d7,4F<9/2>,(2409),4
88,+46,[Kr].4d6,5D<4>,(2477),4
88,+47,[Kr].4d5,<5/2>,(2544),4
88,+48,[Kr].4d4,5D0,(2662),4
88,+49,[Kr].4d3,4F<3/2>,(2731),4
88,+50,[Kr].4d2,3F<2>,(2806),4
88,+51,[Kr].4d,2D<3/2>,(2876),4
88,+52,[Ar].3d10.4s2.4p6,1S0,(3155),4
88,+53,[Ar].3d10.4s2.4p5,2P*<3/2>,(3224),5
88,+54,[Ar].3d10.4s2.4p4,3P<2>,(3298),5
88,+55,[Ar].3d10.4s2.4p3,*<3/2>,(3368),5
88,+56,[Ar].3d10.4s2.4p2,3P0,(3682),5
88,+57,[Ar].3d10.4s2.4p,2P*<1/2>,(3762),6
88,+58,[Ar].3d10.4s2,1S0,(3959),6
88,+59,[Ar].3d10.4s,2S<1/2>,[4040],4
88,+60,[Ar].3d10,1S0,(6565),10
88,+61,[Ar].3d9,2D<5/2>,(6718),12
88,+62,[Ar].3d8,3F<4>,(6881),15
88,+63,[Ar].3d7,4F<9/2>,(7056),19
88,+64,[Ar].3d6,<4>,(7222),24
88,+65,[Ar].3d5,<5/2>,(7380),30
88,+66,[Ar].3d4,5D0,(7720),40
88,+67,[Ar].3d3,4F<3/2>,(7890),40
88,+68,[Ar].3d2,3F<2>,(8080),50
88,+69,[Ar].3d,2D<3/2>,(8250),50
88,+70,[Ne].3s2.3p6,1S0,(8730),60
88,+71,[Ne].3s2.3p5,2P*<3/2>,(8880),60
88,+72,[Ne].3s2.3p4,3P<2>,(9040),70
88,+73,[Ne].3s2.3p3,2P*<3/2>,(9200),90
88,+74,[Ne].3s2.3p2,3P0,(10190),90
88,+75,[Ne].3s2.3p,2P*<1/2>,(10360),100
88,+76,[Ne].3s2,1S0,(10720),110
88,+77,[Ne].3s,2S<1/2>,(10890),120
88,+78,1s2.2s2.2p6,1S0,(22900),120
88,+79,1s2.2s2.2p5,2P*<3/2>,(23300),140
88,+80,1s2.2s2.2p4,3P<2>,(23750),150
88,+81,1s2.2s2.2p3,"(0,3/2)*<3/2>",(24160),160
88,+82,1s2.2s2.2p2,3P0,(27830),170
88,+83,1s2.2s2.2p,2P*<1/2>,(28370),190
88,+84,1s2.2s2,1S0,(29050),200
