At. Num,Ion Charge,Ground Shells,Ground Level,Ionization Energy (eV),Uncertainty (eV)
77,+42,[Ar].3d10.4s2.4p5,2P*<3/2>,(2139),4
77,+43,[Ar].3d10.4s2.4p4,3P<2>,(2201),4
77,+44,[Ar].3d10.4s2.4p3,*<3/2>,(2258),4
77,+45,[Ar].3d10.4s2.4p2,3P0,(2435),4
77,+46,[Ar].3d10.4s2.4p,2P*<1/2>,(2500),4
77,+47,[Ar].3d10.4s2,1S0,(2656),4
77,+48,[Ar].3d10.4s,2S<1/2>,[2720.4],1.4
77,+49,[Ar].3d10,1S0,(4540),4
77,+50,[Ar].3d9,2D<5/2>,(4668),4
77,+51,[Ar].3d8,3F<4>,(4806),4
77,+52,[Ar].3d7,4F<9/2>,(4952),4
77,+53,[Ar].3d6,<4>,(5092),5
77,+54,[Ar].3d5,<5/2>,(5229),5
77,+55,[Ar].3d4,5D0,(5466),5
77,+56,[Ar].3d3,4F<3/2>,(5609),5
77,+57,[Ar].3d2,3F<2>,(5765),6
77,+58,[Ar].3d,2D<3/2>,(5910),6
77,+59,[Ne].3s2.3p6,1S0,(6315),7
77,+60,[Ne].3s2.3p5,2P*<3/2>,(6441),10
77,+61,[Ne].3s2.3p4,3P<2>,(6580),12
77,+62,[Ne].3s2.3p3,2P*<3/2>,(6708),15
77,+63,[Ne].3s2.3p2,3P0,(7274),19
77,+64,[Ne].3s2.3p,2P*<1/2>,(7421),24
77,+65,[Ne].3s2,1S0,(7710),30
77,+66,[Ne].3s,2S<1/2>,(7850),40
77,+67,1s2.2s2.2p6,1S0,(17040),40
77,+68,1s2.2s2.2p5,2P*<3/2>,(17390),50
77,+69,1s2.2s2.2p4,3P<2>,(17770),50
77,+70,1s2.2s2.2p3,"(0,3/2)*<3/2>",(18120),60
77,+71,1s2.2s2.2p2,3P0,(20210),60
77,+72,1s2.2s2.2p,2P*<1/2>,(20650),70
77,+73,1s2.2s2,1S0,(21200),90
77,+74,1s2.2s,2S<1/2>,(21556.60),0.24
77,+75,1s2,1S0,(86442.44),0.25
77,+76,1s,2S<1/2>,(88113.6),1.4
78,0,[Xe].4f14.5d9.6s,3D<3>,8.95883,0.00010
78,+1,[Xe].4f14.5d9,2D<5/2>,18.56,0.12
78,+2,[Xe].4f14.5d8,3F<4>,(29.0),1.6
78,+3,[Xe].4f14.5d7,4F<9/2>,(43.0),1.7
78,+4,[Xe].4f14.5d6,5D<4>,(56.0),1.9
78,+5,[Xe].4f14.5d5,6S<5/2>,(75.0),2.0
78,+6,[Xe].4f14.5d4,5D0,(91.0),2.0
78,+7,[Xe].4f14.5d3,4F<3/2>,(109.0),2.1
78,+8,[Xe].4f14.5d2,3F<2>,(126.0),2.2
78,+9,[Xe].4f14.5d,2D<3/2>,[144.9],1.1
78,+10,[Xe].4f14,1S0,[220.4],0.9
78,+11,[Cd].4f14.5p5,2P*<3/2>,(245),12
78,+12,[Cd].4f14.5p4,3P<2>,(269),14
78,+13,[Cd].4f14.5p3,2P*<3/2>,(293),15
78,+14,[Cd].4f14.5p2,3P0,(332),16
78,+15,[Cd].4f14.5p,2P*<1/2>,(358),17
78,+16,[Cd].4f14,1S0,(392),20
78,+17,[Cd].4f13,2F*<7/2>,(445),22
78,+18,[Cd].4f12,3H<6>,(479),24
78,+19,[Kr].4d10.4f12.5s,,(507),25
78,+20,[Kr].4d10.4f12,,(550),30
78,+21,[Kr].4d10.4f11,4I*<15/2>,(610),30
78,+22,[Kr].4d10.4f10,5I<8>,(660),30
78,+23,[Kr].4d10.4f9,6H*<15/2>,(710),40
78,+24,[Kr].4d10.4f8,7F<6>,(760),40
78,+25,[Kr].4d10.4f7,8S*<7/2>,(820),40
78,+26,[Kr].4d10.4f6,7F0,(870),40
78,+27,[Kr].4d10.4f5,6H*<5/2>,(930),50
78,+28,[Kr].4d10.4f4,5I<4>,(980),50
78,+29,[Kr].4d10.4f3,4I*<9/2>,(1040),50
78,+30,[Kr].4d10.4f2,3H<4>,(1090),50
78,+31,[Kr].4d10.4f,2F*<5/2>,(1140),60
78,+32,[Kr].4d10,1S0,(1402),4
78,+33,[Kr].4d9,2D<5/2>,(1454),5
78,+34,[Kr].4d8,3F<4>,(1509),5
78,+35,[Kr].4d7,4F<9/2>,(1567),5
78,+36,[Kr].4d6,5D<4>,(1624),5
78,+37,[Kr].4d5,<5/2>,(1680),4
78,+38,[Kr].4d4,5D0,(1763),4
78,+39,[Kr].4d3,4F<3/2>,(1821),4
78,+40,[Kr].4d2,3F<2>,(1883),4
78,+41,[Kr].4d,2D<3/2>,(1941),4
78,+42,[Ar].3d10.4s2.4p6,1S0,(2171),4
78,+43,[Ar].3d10.4s2.4p5,2P*<3/2>,(2228),4
78,+44,[Ar].3d10.4s2.4p4,3P<2>,(2291),4
78,+45,[Ar].3d10.4s2.4p3,*<3/2>,(2350),4
78,+46,[Ar].3d10.4s2.4p2,3P0,(2536),4
78,+47,[Ar].3d10.4s2.4p,2P*<1/2>,(2603),4
78,+48,[Ar].3d10.4s2,1S0,(2762),4
78,+49,[Ar].3d10.4s,2S<1/2>,[2827.8],1.4
78,+50,[Ar].3d10,1S0,4715,4
78,+51,[Ar].3d9,2D<5/2>,(4839),4
78,+52,[Ar].3d8,3F<4>,(4980),4
78,+53,[Ar].3d7,4F<9/2>,(5128),5
78,+54,[Ar].3d6,<4>,(5270),5
78,+55,[Ar].3d5,<5/2>,(5410),5
78,+56,[Ar].3d4,5D0,(5654),5
78,+57,[Ar].3d3,4F<3/2>,(5800),6
78,+58,[Ar].3d2,3F<2>,(5959),6
78,+59,[Ar].3d,2D<3/2>,(6106),7
78,+60,[Ne].3s2.3p6,1S0,(6517),10
78,+61,[Ne].3s2.3p5,2P*<3/2>,(6646),12
78,+62,[Ne].3s2.3p4,3P<2>,(6787),15
78,+63,[Ne].3s2.3p3,2P*<3/2>,(6918),19
78,+64,[Ne].3s2.3p2,3P0,(7512),24
78,+65,[Ne].3s2.3p,2P*<1/2>,(7660),30
78,+66,[Ne].3s2,1S0,(7960),40
78,+67,[Ne].3s,2S<1/2>,(8100),40
78,+68,1s2.2s2.2p6,1S0,(17540),50
78,+69,1s2.2s2.2p5,2P*<3/2>,(17890),50
78,+70,1s2.2s2.2p4,3P<2>,(18280),60
78,+71,1s2.2s2.2p3,"(0,3/2)*<3/2>",(18630),60
78,+72,1s2.2s2.2p2,3P0,(20840),70
78,+73,1s2.2s2.2p,2P*<1/2>,(21280),90
78,+74,1s2.2s2,1S0,(21840),90
78,+75,1s2.2s,2S<1/2>,(22205.7),0.3
78,+76,1s2,1S0,(88955.1),0.3
78,+77,1s,2S<1/2>,(90659.84),0.17
79,0,[Xe].4f14.5d10.6s,2S<1/2>,9.225554,0.000004
79,+1,[Xe].4f14.5d10,1S0,20.203,0.025
79,+2,[Xe].4f14.5d9,2D<5/2>,(30.0),1.6
79,+3,[Xe].4f14.5d8,3F<4>,(45.0),1.7
79,+4,[Xe].4f14.5d7,4F<9/2>,(60.0),1.9
79,+5,[Xe].4f14.5d6,5D<4>,(74.0),2.0
79,+6,[Xe].4f14.5d5,6S<5/2>,(94.0),2.0
79,+7,[Xe].4f14.5d4,5D0,(112.0),2.1
79,+8,[Xe].4f14.5d3,4F<3/2>,(130.1),2.2
79,+9,[Xe].4f14.5d2,3F<2>,(149.0),2.2
79,+10,[Xe].4f14.5d,2D<3/2>,[168.2],1.4
79,+11,[Xe].4f14,1S0,[248.0],1.0
79,+12,[Cd].4f14.5p5,2P*<3/2>,(275),14
79,+13,[Cd].4f14.5p4,3P<2>,(299),15
79,+14,[Cd].4f14.5p3,2P*<3/2>,(324),16
79,+15,[Cd].4f14.5p2,3P0,(365),19
79,+16,[Cd].4f14.5p,2P*<1/2>,(392),20
79,+17,[Cd].4f14,1S0,(433),21
79,+18,[Cd].4f13,2F*<7/2>,(487),25
79,+19,[Cd].4f12,3H<6>,(520),30
79,+20,[Kr].4d10.4f12.5s,,(550),30
79,+21,[Kr].4d10.4f12,,(600),30
79,+22,[Kr].4d10.4f11,4I*<15/2>,(650),40
79,+23,[Kr].4d10.4f10,5I<8>,(710),40
79,+24,[Kr].4d10.4f9,6H*<15/2>,(760),40
79,+25,[Kr].4d10.4f8,7F<6>,(820),40
79,+26,[Kr].4d10.4f7,8S*<7/2>,(870),40
79,+27,[Kr].4d10.4f6,7F0,(930),50
79,+28,[Kr].4d10.4f5,6H*<5/2>,(990),50
79,+29,[Kr].4d10.4f4,5I<4>,(1040),50
79,+30,[Kr].4d10.4f3,4I*<9/2>,(1100),50
79,+31,[Kr].4d10.4f2,3H<4>,(1150),60
79,+32,[Kr].4d10.4f,2F*<5/2>,(1210),60
79,+33,[Kr].4d10,1S0,(1475),5
79,+34,[Kr].4d9,2D<5/2>,(1527),5
79,+35,[Kr].4d8,3F<4>,(1584),5
79,+36,[Kr].4d7,4F<9/2>,(1644),5
79,+37,[Kr].4d6,5D<4>,(1702),4
79,+38,[Kr].4d5,<5/2>,(1758),4
79,+39,[Kr].4d4,5D0,(1845),4
79,+40,[Kr].4d3,4F<3/2>,(1904),4
79,+41,[Kr].4d2,3F<2>,(1967),4
79,+42,[Kr].4d,2D<3/2>,(2026),4
79,+43,[Ar].3d10.4s2.4p6,1S0,(2261),4
79,+44,[Ar].3d10.4s2.4p5,2P*<3/2>,(2320),4
79,+45,[Ar].3d10.4s2.4p4,3P<2>,(2383),4
79,+46,[Ar].3d10.4s2.4p3,*<3/2>,(2443),4
79,+47,[Ar].3d10.4s2.4p2,3P0,(2640),4
79,+48,[Ar].3d10.4s2.4p,2P*<1/2>,(2708),4
79,+49,[Ar].3d10.4s2,1S0,(2870),4
79,+50,[Ar].3d10.4s,2S<1/2>,[2941.0],1.0
79,+51,[Ar].3d10,1S0,4888,4
79,+52,[Ar].3d9,2D<5/2>,(5013),4
79,+53,[Ar].3d8,3F<4>,(5156),5
79,+54,[Ar].3d7,4F<9/2>,(5307),5
79,+55,[Ar].3d6,<4>,(5452),5
79,+56,[Ar].3d5,<5/2>,(5594),5
79,+57,[Ar].3d4,5D0,(5846),6
79,+58,[Ar].3d3,4F<3/2>,(5994),6
79,+59,[Ar].3d2,3F<2>,(6156),7
79,+60,[Ar].3d,2D<3/2>,(6305),10
79,+61,[Ne].3s2.3p6,1S0,(6724),12
79,+62,[Ne].3s2.3p5,2P*<3/2>,(6854),15
79,+63,[Ne].3s2.3p4,3P<2>,(6997),19
79,+64,[Ne].3s2.3p3,2P*<3/2>,(7130),24
79,+65,[Ne].3s2.3p2,3P0,(7760),30
79,+66,[Ne].3s2.3p,2P*<1/2>,(7910),40
79,+67,[Ne].3s2,1S0,(8210),40
79,+68,[Ne].3s,2S<1/2>,(8360),50
79,+69,1s2.2s2.2p6,1S0,(18040),50
79,+70,1s2.2s2.2p5,2P*<3/2>,(18400),60
79,+71,1s2.2s2.2p4,3P<2>,(18790),60
79,+72,1s2.2s2.2p3,"(0,3/2)*<3/2>",(19150),70
79,+73,1s2.2s2.2p2,3P0,(21470),90
79,+74,1s2.2s2.2p,2P*<1/2>,(21920),90
79,+75,1s2.2s2,1S0,(22500),100
79,+76,1s2.2s,2S<1/2>,(22868.1),0.3
79,+77,1s2,1S0,(91515.8),0.3
79,+78,1s,2S<1/2>,(93254.62),0.20
80,0,[Xe].4f14.5d10.6s2,1S0,10.437504,0.000006
80,+1,[Xe].4f14.5d10.6s,2S<1/2>,18.75688,0.00004
80,+2,[Xe].4f14.5d10,1S0,34.49,0.05
80,+3,[Xe].4f14.5d9,2D<5/2>,48.55,0.15
80,+4,[Xe].4f14.5d8,3F<4>,61.20,0.20
80,+5,[Xe].4f14.5d7,4F<9/2>,76.6,0.5
80,+6,[Xe].4f14.5d6,5D<4>,93.0,2.0
80,+7,[Xe].4f14.5d5,6S<5/2>,(113.9),2.1
80,+8,[Xe].4f14.5d4,5D0,(134.0),2.2
80,+9,[Xe].4f14.5d3,4F<3/2>,(153.0),2.2
80,+10,[Xe].4f14.5d2,3F<2>,(173.0),2.4
80,+11,[Xe].4f14.5d,2D<3/2>,[192.7],1.7
80,+12,[Xe].4f14,1S0,[276.9],1.1
80,+13,[Cd].4f14.5p5,2P*<3/2>,(307),15
80,+14,[Cd].4f14.5p4,3P<2>,(332),16
80,+15,[Cd].4f14.5p3,2P*<3/2>,(357),17
80,+16,[Cd].4f14.5p2,3P0,(402),20
80,+17,[Cd].4f14.5p,2P*<1/2>,(429),21
80,+18,[Cd].4f14,1S0,(477),24
80,+19,[Cd].4f13,2F*<7/2>,(530),30
80,+20,[Kr].4d10.4f13.5s,*,(560),30
80,+21,[Kr].4d10.4f13,2F*<7/2>,(590),30
80,+22,[Kr].4d10.4f12,,(650),30
80,+23,[Kr].4d10.4f11,4I*<15/2>,(710),40
80,+24,[Kr].4d10.4f10,5I<8>,(760),40
80,+25,[Kr].4d10.4f9,6H*<15/2>,(820),40
80,+26,[Kr].4d10.4f8,7F<6>,(880),40
80,+27,[Kr].4d10.4f7,8S*<7/2>,(930),50
80,+28,[Kr].4d10.4f6,7F0,(990),50
80,+29,[Kr].4d10.4f5,6H*<5/2>,(1050),50
80,+30,[Kr].4d10.4f4,5I<4>,(1110),60
80,+31,[Kr].4d10.4f3,4I*<9/2>,(1160),60
80,+32,[Kr].4d10.4f2,3H<4>,(1220),60
80,+33,[Kr].4d10.4f,2F*<5/2>,(1280),60
80,+34,[Kr].4d10,1S0,(1549),5
80,+35,[Kr].4d9,2D<5/2>,(1603),5
80,+36,[Kr].4d8,3F<4>,(1661),5
80,+37,[Kr].4d7,4F<9/2>,(1723),4
80,+38,[Kr].4d6,5D<4>,(1780),4
80,+39,[Kr].4d5,<5/2>,(1839),4
80,+40,[Kr].4d4,5D0,(1928),4
80,+41,[Kr].4d3,4F<3/2>,(1989),4
80,+42,[Kr].4d2,3F<2>,(2052),4
80,+43,[Kr].4d,2D<3/2>,(2113),4
80,+44,[Ar].3d10.4s2.4p6,1S0,(2354),4
80,+45,[Ar].3d10.4s2.4p5,2P*<3/2>,(2412),4
80,+46,[Ar].3d10.4s2.4p4,3P<2>,(2478),4
80,+47,[Ar].3d10.4s2.4p3,*<3/2>,(2539),4
80,+48,[Ar].3d10.4s2.4p2,3P0,(2745),4
80,+49,[Ar].3d10.4s2.4p,2P*<1/2>,(2815),4
80,+50,[Ar].3d10.4s2,1S0,(2981),4
80,+51,[Ar].3d10.4s,2S<1/2>,[3049.9],1.5
80,+52,[Ar].3d10,1S0,(5055),4
80,+53,[Ar].3d9,2D<5/2>,(5191),5
80,+54,[Ar].3d8,3F<4>,(5335),5
80,+55,[Ar].3d7,4F<9/2>,(5490),5
80,+56,[Ar].3d6,<4>,(5636),5
80,+57,[Ar].3d5,<5/2>,(5780),6
80,+58,[Ar].3d4,5D0,(6041),6
80,+59,[Ar].3d3,4F<3/2>,(6192),7
80,+60,[Ar].3d2,3F<2>,(6356),10
80,+61,[Ar].3d,2D<3/2>,(6508),12
80,+62,[Ne].3s2.3p6,1S0,(6933),15
80,+63,[Ne].3s2.3p5,2P*<3/2>,(7066),19
80,+64,[Ne].3s2.3p4,3P<2>,(7211),24
80,+65,[Ne].3s2.3p3,2P*<3/2>,(7350),30
80,+66,[Ne].3s2.3p2,3P0,(8010),40
80,+67,[Ne].3s2.3p,2P*<1/2>,(8160),40
80,+68,[Ne].3s2,1S0,(8470),50
80,+69,[Ne].3s,2S<1/2>,(8620),50
80,+70,1s2.2s2.2p6,1S0,(18550),60
80,+71,1s2.2s2.2p5,2P*<3/2>,(18910),60
80,+72,1s2.2s2.2p4,3P<2>,(19310),70
80,+73,1s2.2s2.2p3,"(0,3/2)*<3/2>",(19680),90
80,+74,1s2.2s2.2p2,3P0,(22120),90
80,+75,1s2.2s2.2p,2P*<1/2>,(22580),100
80,+76,1s2.2s2,1S0,(23170),110
80,+77,1s2.2s,2S<1/2>,(23544.1),0.3
80,+78,1s2,1S0,(94124.7),0.3
80,+79,1s,2S<1/2>,(95898.19),0.22
81,0,[Hg].6p,2P*<1/2>,6.1082873,0.0000012
81,+1,[Xe].4f14.5d10.6s2,1S0,20.4283,0.0006
81,+2,[Xe].4f14.5d10.6s,2S<1/2>,29.8520,0.0006
81,+3,[Xe].4f14.5d10,1S0,51.14,0.04
81,+4,[Xe].4f14.5d9,2D<5/2>,62.6,0.4
81,+5,[Xe].4f14.5d8,3F<4>,(80.0),2.0
81,+6,[Xe].4f14.5d7,4F<9/2>,(97.9),2.0
81,+7,[Xe].4f14.5d6,5D<4>,(116.0),2.1
81,+8,[Xe].4f14.5d5,6S<5/2>,(135.0),2.2
81,+9,[Xe].4f14.5d4,5D0,(158.0),2.2
81,+10,[Xe].4f14.5d3,4F<3/2>,(177.0),2.4
81,+11,[Xe].4f14.5d2,3F<2>,(198.0),2.5
81,+12,[Xe].4f14.5d,2D<3/2>,[218.3],2.0
81,+13,[Xe].4f14,1S0,[306.9],1.4
81,+14,[Cd].4f14.5p5,2P*<3/2>,(340),17
81,+15,[Cd].4f14.5p4,3P<2>,(366),19
81,+16,[Cd].4f14.5p3,2P*<3/2>,(392),20
81,+17,[Cd].4f14.5p2,3P0,(439),22
81,+18,[Cd].4f14.5p,2P*<1/2>,(467),24
81,+19,[Cd].4f14,1S0,(520),30
81,+20,[Cd].4f13,2F*<7/2>,(570),30
81,+21,[Kr].4d10.4f13.5s,*,(600),30
81,+22,[Kr].4d10.4f13,2F*<7/2>,(640),30
81,+23,[Kr].4d10.4f12,,(700),30
81,+24,[Kr].4d10.4f11,4I*<15/2>,(760),40
81,+25,[Kr].4d10.4f10,5I<8>,(820),40
81,+26,[Kr].4d10.4f9,6H*<15/2>,(880),40
81,+27,[Kr].4d10.4f8,7F<6>,(930),50
81,+28,[Kr].4d10.4f7,8S*<7/2>,(990),50
81,+29,[Kr].4d10.4f6,7F0,(1060),50
81,+30,[Kr].4d10.4f5,6H*<5/2>,(1110),60
81,+31,[Kr].4d10.4f4,5I<4>,(1170),60
81,+32,[Kr].4d10.4f3,4I*<9/2>,(1230),60
81,+33,[Kr].4d10.4f2,3H<4>,(1290),60
81,+34,[Kr].4d10.4f,2F*<5/2>,(1350),60
81,+35,[Kr].4d10,1S0,(1625),5
81,+36,[Kr].4d9,2D<5/2>,(1681),5
81,+37,[Kr].4d8,3F<4>,(1740),4
81,+38,[Kr].4d7,4F<9/2>,(1802),4
81,+39,[Kr].4d6,5D<4>,(1862),4
81,+40,[Kr].4d5,<5/2>,(1920),4
81,+41,[Kr].4d4,5D0,(2014),4
81,+42,[Kr].4d3,4F<3/2>,(2075),4
81,+43,[Kr].4d2,3F<2>,(2140),4
81,+44,[Kr].4d,2D<3/2>,(2202),4
81,+45,[Ar].3d10.4s2.4p6,1S0,(2447),4
81,+46,[Ar].3d10.4s2.4p5,2P*<3/2>,(2508),4
81,+47,[Ar].3d10.4s2.4p4,3P<2>,(2574),4
81,+48,[Ar].3d10.4s2.4p3,*<3/2>,(2635),4
81,+49,[Ar].3d10.4s2.4p2,3P0,(2854),4
81,+50,[Ar].3d10.4s2.4p,2P*<1/2>,(2925),4
81,+51,[Ar].3d10.4s2,1S0,(3094),4
81,+52,[Ar].3d10.4s,2S<1/2>,[3164.7],1.9
81,+53,[Ar].3d10,1S0,(5234),5
81,+54,[Ar].3d9,2D<5/2>,(5371),5
81,+55,[Ar].3d8,3F<4>,(5518),5
81,+56,[Ar].3d7,4F<9/2>,(5674),5
81,+57,[Ar].3d6,<4>,(5824),6
81,+58,[Ar].3d5,<5/2>,(5969),6
81,+59,[Ar].3d4,5D0,(6241),7
81,+60,[Ar].3d3,4F<3/2>,(6392),10
81,+61,[Ar].3d2,3F<2>,(6560),12
81,+62,[Ar].3d,2D<3/2>,(6714),15
81,+63,[Ne].3s2.3p6,1S0,(7146),19
81,+64,[Ne].3s2.3p5,2P*<3/2>,(7281),24
81,+65,[Ne].3s2.3p4,3P<2>,(7430),30
81,+66,[Ne].3s2.3p3,2P*<3/2>,(7570),40
81,+67,[Ne].3s2.3p2,3P0,(8260),40
81,+68,[Ne].3s2.3p,2P*<1/2>,(8420),50
81,+69,[Ne].3s2,1S0,(8730),50
81,+70,[Ne].3s,2S<1/2>,(8880),60
81,+71,1s2.2s2.2p6,1S0,(19070),60
81,+72,1s2.2s2.2p5,2P*<3/2>,(19440),70
81,+73,1s2.2s2.2p4,3P<2>,(19840),90
81,+74,1s2.2s2.2p3,"(0,3/2)*<3/2>",(20210),90
81,+75,1s2.2s2.2p2,3P0,(22780),100
81,+76,1s2.2s2.2p,2P*<1/2>,(23250),110
81,+77,1s2.2s2,1S0,(23850),120
81,+78,1s2.2s,2S<1/2>,(24234.1),0.4
81,+79,1s2,1S0,(96783.2),0.3
81,+80,1s,2S<1/2>,(98592.12),0.25
82,0,[Hg].6p2,"(1/2,1/2)0",7.4166799,0.0000006
82,+1,[Hg].6p,2P*<1/2>,15.032499,0.000007
82,+2,[Xe].4f14.5d10.6s2,1S0,31.9373,0.0006
82,+3,[Xe].4f14.5d10.6s,2S<1/2>,42.33256,0.00010
82,+4,[Xe].4f14.5d10,1S0,[68.8],0.5
82,+5,[Xe].4f14.5d9,2D<5/2>,(82.9),2.0
82,+6,[Xe].4f14.5d8,3F<4>,(100.1),2.0
82,+7,[Xe].4f14.5d7,4F<9/2>,(120.0),2.1
82,+8,[Xe].4f14.5d6,5D<4>,(138.0),2.2
82,+9,[Xe].4f14.5d5,6S<5/2>,(158.0),2.2
82,+10,[Xe].4f14.5d4,5D0,(182.0),2.4
82,+11,[Xe].4f14.5d3,4F<3/2>,(203.0),2.5
82,+12,[Xe].4f14.5d2,3F<2>,(224),3
82,+13,[Xe].4f14.5d,2D<3/2>,[245.1],2.2
82,+14,[Xe].4f14,1S0,[338.1],1.5
82,+15,[Cd].4f14.5p5,2P*<3/2>,(374),19
82,+16,[Cd].4f14.5p4,3P<2>,(401),20
82,+17,[Cd].4f14.5p3,2P*<3/2>,(427),21
82,+18,[Cd].4f14.5p2,3P0,(478),24
82,+19,[Cd].4f14.5p,2P*<1/2>,(507),25
82,+20,[Cd].4f14,1S0,(570),30
82,+21,[Cd].4f13,2F*<7/2>,(610),30
82,+22,[Kr].4d10.4f13.5s,*,(650),30
82,+23,[Kr].4d10.4f13,2F*<7/2>,(690),30
82,+24,[Kr].4d10.4f12,,(750),40
82,+25,[Kr].4d10.4f11,4I*<15/2>,(810),40
82,+26,[Kr].4d10.4f10,5I<8>,(870),40
82,+27,[Kr].4d10.4f9,6H*<15/2>,(930),50
82,+28,[Kr].4d10.4f8,7F<6>,(990),50
82,+29,[Kr].4d10.4f7,8S*<7/2>,(1050),50
82,+30,[Kr].4d10.4f6,7F0,(1120),60
82,+31,[Kr].4d10.4f5,6H*<5/2>,(1180),60
82,+32,[Kr].4d10.4f4,5I<4>,(1240),60
82,+33,[Kr].4d10.4f3,4I*<9/2>,(1300),60
82,+34,[Kr].4d10.4f2,3H<4>,(1360),60
82,+35,[Kr].4d10.4f,2F*<5/2>,(1430),70
82,+36,[Kr].4d10,1S0,(1704),5
82,+37,[Kr].4d9,2D<5/2>,(1760),4
82,+38,[Kr].4d8,3F<4>,(1819),4
82,+39,[Kr].4d7,4F<9/2>,(1884),4
82,+40,[Kr].4d6,5D<4>,(1945),4
82,+41,[Kr].4d5,<5/2>,(2004),4
82,+42,[Kr].4d4,5D0,(2101),4
82,+43,[Kr].4d3,4F<3/2>,(2163),4
82,+44,[Kr].4d2,3F<2>,(2230),4
82,+45,[Kr].4d,2D<3/2>,(2292),4
82,+46,[Ar].3d10.4s2.4p6,1S0,(2543),4
82,+47,[Ar].3d10.4s2.4p5,2P*<3/2>,(2605),4
82,+48,[Ar].3d10.4s2.4p4,3P<2>,(2671),4
82,+49,[Ar].3d10.4s2.4p3,*<3/2>,(2735),4
82,+50,[Ar].3d10.4s2.4p2,3P0,(2965),4
82,+51,[Ar].3d10.4s2.4p,2P*<1/2>,(3036),4
82,+52,[Ar].3d10.4s2,1S0,(3211),4
82,+53,[Ar].3d10.4s,2S<1/2>,[3282.1],2.0
82,+54,[Ar].3d10,1S0,(5414),5
82,+55,[Ar].3d9,2D<5/2>,(5555),5
82,+56,[Ar].3d8,3F<4>,(5703),5
82,+57,[Ar].3d7,4F<9/2>,(5862),6
82,+58,[Ar].3d6,<4>,(6015),6
82,+59,[Ar].3d5,<5/2>,(6162),7
82,+60,[Ar].3d4,5D0,(6442),10
82,+61,[Ar].3d3,4F<3/2>,(6597),12
82,+62,[Ar].3d2,3F<2>,(6767),15
82,+63,[Ar].3d,2D<3/2>,(6924),19
82,+64,[Ne].3s2.3p6,1S0,(7362),24
82,+65,[Ne].3s2.3p5,2P*<3/2>,(7500),30
82,+66,[Ne].3s2.3p4,3P<2>,(7650),40
82,+67,[Ne].3s2.3p3,2P*<3/2>,(7790),40
82,+68,[Ne].3s2.3p2,3P0,(8520),50
82,+69,[Ne].3s2.3p,2P*<1/2>,(8680),50
82,+70,[Ne].3s2,1S0,(9000),60
82,+71,[Ne].3s,2S<1/2>,(9150),60
82,+72,1s2.2s2.2p6,1S0,(19590),70
82,+73,1s2.2s2.2p5,2P*<3/2>,(19970),90
82,+74,1s2.2s2.2p4,3P<2>,(20380),90
82,+75,1s2.2s2.2p3,"(0,3/2)*<3/2>",(20750),100
82,+76,1s2.2s2.2p2,3P0,(23460),110
82,+77,1s2.2s2.2p,2P*<1/2>,(23940),120
82,+78,1s2.2s2,1S0,(24550),120
82,+79,1s2.2s,2S<1/2>,(24938.2),0.4
82,+80,1s2,1S0,(99491.8),0.3
82,+81,1s,2S<1/2>,(101336.7),0.3
83,0,[Hg].6p3,4S*<3/2>,7.285516,0.000006
83,+1,[Hg].6p2,3P0,16.703,0.004
83,+2,[Hg].6p,2P*<1/2>,25.57075,0.00017
83,+3,[Xe].4f14.5d10.6s2,1S0,45.37,0.06
83,+4,[Xe].4f14.5d10.6s,2S<1/2>,54.856,0.025
83,+5,[Xe].4f14.5d10,1S0,[88.4],0.7
83,+6,[Xe].4f14.5d9,2D<5/2>,(103.0),2.0
83,+7,[Xe].4f14.5d8,3F<4>,(122.0),2.1
83,+8,[Xe].4f14.5d7,4F<9/2>,(143.0),2.2
83,+9,[Xe].4f14.5d6,5D<4>,(161.1),2.2
83,+10,[Xe].4f14.5d5,6S<5/2>,(183.0),2.4
83,+11,[Xe].4f14.5d4,5D0,(208.0),2.5
83,+12,[Xe].4f14.5d3,4F<3/2>,(229),3
83,+13,[Xe].4f14.5d2,3F<2>,(252),3
83,+14,[Xe].4f14.5d,2D<3/2>,[272.6],2.5
83,+15,[Xe].4f14,1S0,[370.2],1.6
83,+16,[Cd].4f14.5p5,2P*<3/2>,(409),20
83,+17,[Cd].4f14.5p4,3P<2>,(436),22
83,+18,[Cd].4f14.5p3,2P*<3/2>,(464),23
83,+19,[Cd].4f14.5p2,3P0,(520),30
83,+20,[Cd].4f14.5p,2P*<1/2>,(550),30
83,+21,[Cd].4f14,1S0,(620),30
83,+22,[Cd].4f13,2F*<7/2>,(660),30
83,+23,[Kr].4d10.4f13.5s,*,(690),30
83,+24,[Kr].4d10.4f13,2F*<7/2>,(750),40
83,+25,[Kr].4d10.4f12,,(810),40
83,+26,[Kr].4d10.4f11,4I*<15/2>,(870),50
83,+27,[Kr].4d10.4f10,5I<8>,(930),50
83,+28,[Kr].4d10.4f9,6H*<15/2>,(990),50
83,+29,[Kr].4d10.4f8,7F<6>,(1060),50
83,+30,[Kr].4d10.4f7,8S*<7/2>,(1120),60
83,+31,[Kr].4d10.4f6,7F0,(1180),60
83,+32,[Kr].4d10.4f5,6H*<5/2>,(1250),60
83,+33,[Kr].4d10.4f4,5I<4>,(1310),70
83,+34,[Kr].4d10.4f3,4I*<9/2>,(1380),70
